"","ssn","annual_income"
"2633",411058693,44000
"2634",411551214,45700
"2635",411911239,20900
"2636",411958405,76400
"2637",411971065,10500
"2638",412031329,42800
"2639",412034550,87700
"2640",412123388,86200
"2641",412356372,64000
"2642",412613054,55800
"2643",412784775,24600
"2644",412881283,78200
"2645",412891830,74700
"2646",413001438,58600
"2647",413022827,35900
"2648",413162312,16400
"2649",413385299,53500
"2650",413438967,88500
"2651",413458785,71000
"2652",413630520,52400
"2653",413664596,82200
"2654",413704470,34700
"2655",413904223,73500
"2656",414057784,14100
"2657",414150223,62900
"2658",414340171,29900
"2659",414616969,55500
"2660",414770948,36800
"2661",414793917,59000
"2662",414819130,64400
"2663",415368276,46300
"2664",415384301,25800
"2665",415577745,48600
"2666",416096513,37600
"2667",416129174,86400
"2668",416187405,33800
"2669",416377390,30400
"2670",416546230,73900
"2671",416556648,46200
"2672",416845386,59000
"2673",416925115,21200
"2674",416946213,28800
"2675",417156565,79600
"2676",417226734,55500
"2677",417251533,43800
"2678",417345692,82800
"2679",418046760,26600
"2680",418164954,62200
"2681",418255120,39700
"2682",418263394,42700
"2683",418346144,13800
"2684",418442923,83700
"2685",418586264,63900
"2686",418688725,28600
"2687",418716269,35400
"2688",418741552,16400
"2689",418816780,38300
"2690",418834195,26900
"2691",418873138,19200
"2692",419127849,47400
"2693",419238039,25100
"2694",419271607,48000
"2695",419507489,69400
"2696",419604041,82000
"2697",419744952,33600
"2698",419796879,44200
"2699",420081886,66300
"2700",420468747,50000
"2701",420656638,41100
"2702",420671864,78600
"2703",420772028,57500
"2704",420797677,41800
"2705",420859244,310700
"2706",420862080,73000
"2707",420913111,44900
"2708",421001122,28700
"2709",421170256,19800
"2710",421173208,20800
"2711",421251391,37900
"2712",421328353,87500
"2713",421350061,81400
"2714",421458059,76800
"2715",421613364,26500
"2716",421703754,40000
"2717",421793564,15700
"2718",422031924,22900
"2719",422057407,85400
"2720",422077327,20600
"2721",422130120,29700
"2722",422237925,44100
"2723",422347043,23400
"2724",422436563,41200
"2725",422489980,87500
"2726",422622655,58500
"2727",422769912,28900
"2728",422843485,36000
"2729",422843643,42800
"2730",423048084,32200
"2731",423146920,41700
"2732",423249784,14500
"2733",423298667,65900
"2734",423423837,54500
"2735",423734678,80600
"2736",423739705,89800
"2737",424070826,70500
"2738",424315849,82100
"2739",424542774,86200
"2740",424889909,16500
"2741",424895335,38500
"2742",424971124,51700
"2743",425119655,19500
"2744",425150493,58000
"2745",425310590,88100
"2746",425535517,18200
"2747",425582773,48500
"2748",425683287,26000
"2749",425777801,44000
"2750",425909411,80700
"2751",426102039,10700
"2752",426152082,37900
"2753",426244463,70100
"2754",426468893,80500
"2755",426605980,51900
"2756",426631921,89200
"2757",426811250,66100
"2758",426882810,21300
"2759",427026557,11400
"2760",427166816,80900
"2761",427360325,22400
"2762",427368785,72800
"2763",427433988,47000
"2764",427474800,50800
"2765",427598759,18400
"2766",427618065,54900
"2767",427726945,76400
"2768",427832125,57000
"2769",427954720,26300
"2770",428478097,15300
"2771",428511637,85400
"2772",428524933,68400
"2773",428650166,12800
"2774",428762456,56400
"2775",428841728,22200
"2776",429148330,43700
"2777",429453894,69400
"2778",429496896,85600
"2779",429531898,87400
"2780",429539100,83200
"2781",429560339,54100
"2782",429725057,74600
"2783",429827234,79800
"2784",429851781,19100
"2785",429970974,64900
"2786",430039338,73200
"2787",430242108,55100
"2788",430301547,48700
"2789",430388506,72400
"2790",430677911,69300
"2791",430718743,65300
"2792",430787072,12100
"2793",430802562,31000
"2794",430848122,30800
"2795",430872876,51100
"2796",430879830,79600
"2797",430901836,48700
"2798",430932767,17300
"2799",431202902,25800
"2800",431306080,83900
"2801",431328565,36600
"2802",431334258,85400
"2803",431360364,53700
"2804",431438924,48500
"2805",431476510,29300
"2806",431952435,70200
"2807",431967225,41500
"2808",432179515,43300
"2809",432664884,75300
"2810",432855522,17600
"2811",432897561,51700
"2812",433134764,36000
"2813",433230921,26300
"2814",433350755,73500
"2815",433510094,50000
"2816",433894244,16100
"2817",433903542,30500
"2818",433935301,12300
"2819",433969167,38200
"2820",434098462,14400
"2821",434202078,88900
"2822",434233620,66600
"2823",434241823,87900
"2824",434314923,62900
"2825",434442676,27400
"2826",434520509,34300
"2827",434594626,27700
"2828",434617015,47100
"2829",434647276,14000
"2830",434759835,28900
"2831",434830161,72500
"2832",435011429,73100
"2833",435081102,84800
"2834",435342633,46700
"2835",435563117,66000
"2836",435842814,41200
"2837",435949259,57200
"2838",435969627,12800
"2839",436198153,60000
"2840",436320462,28000
"2841",436333775,27900
"2842",436345606,15000
"2843",436404239,39200
"2844",436488555,19000
"2845",436526108,30200
"2846",437269781,71800
"2847",437388505,51800
"2848",437452660,79400
"2849",437684489,32600
"2850",437746571,68100
"2851",437746749,50100
"2852",438059042,69600
"2853",438190598,88600
"2854",438395098,25400
"2855",438451364,17200
"2856",438909002,53300
"2857",438912406,64900
"2858",438969447,65500
"2859",439246326,42900
"2860",439454358,62500
"2861",439536079,55300
"2862",439554952,39500
"2863",439850785,84000
"2864",440128616,40300
"2865",440317088,79400
"2866",440366499,48400
"2867",440623240,62500
"2868",440694232,12700
"2869",440837940,59300
"2870",440885724,32400
"2871",440945803,48800
"2872",441038171,18600
"2873",441153856,57100
"2874",441399411,14100
"2875",441490670,75700
"2876",441536567,38500
"2877",441597969,40400
"2878",441614413,49800
"2879",441651770,81300
"2880",442249328,81800
"2881",442318174,13300
"2882",442508520,72600
"2883",442644790,49600
"2884",442805101,45900
"2885",442830147,440900
"2886",442867718,52400
"2887",442887090,48000
"2888",443061425,83900
"2889",443068729,49700
"2890",443254565,34200
"2891",443564501,38600
"2892",443613151,13900
"2893",444032607,80500
"2894",444051199,57400
"2895",444375248,69300
"2896",444385048,37400
"2897",444992870,17700
"2898",445071213,30800
"2899",445187704,43000
"2900",445376925,39700
"2901",445389858,32600
"2902",445525875,60700
"2903",445569573,27300
"2904",445569716,40300
"2905",445678935,22100
"2906",445723880,87000
"2907",445817258,57200
"2908",445844921,31400
"2909",445847122,58000
"2910",446090825,33300
"2911",446132109,51600
"2912",446148177,79000
"2913",446290473,26500
"2914",446404268,31400
"2915",446748604,26900
"2916",446845014,50400
"2917",447088954,36800
"2918",447272903,87500
"2919",447661884,68400
"2920",447673892,62200
"2921",447692465,41700
"2922",447834769,40000
"2923",447835074,14400
"2924",447871710,57600
"2925",448027437,45300
"2926",448104999,43700
"2927",448175598,49600
"2928",448222120,33600
"2929",448546757,14500
"2930",448693420,61000
"2931",448816273,75800
"2932",448857874,45400
"2933",448924695,66800
"2934",449100361,53700
"2935",449564595,63200
"2936",449569812,45500
"2937",450138367,401200
"2938",450289407,19900
"2939",450564742,70800
"2940",450588734,74300
"2941",450589257,83000
"2942",450612622,40300
"2943",450637265,64100
"2944",450972423,23700
"2945",451052824,85800
"2946",451064167,274100
"2947",451143854,39800
"2948",451170879,35700
"2949",451179240,79300
"2950",451189076,25200
"2951",451461789,15500
"2952",451479469,52300
"2953",451650329,88300
"2954",452083414,16600
"2955",452156584,71700
"2956",452314783,36700
"2957",452720733,43500
"2958",452727544,84100
"2959",452822175,30700
"2960",452921770,49900
"2961",452949575,88800
"2962",453128730,16900
"2963",453159305,59400
"2964",453297491,81800
"2965",453345718,79600
"2966",453442435,14600
"2967",453522681,75800
"2968",453704927,27800
"2969",453800567,22300
"2970",453938798,61900
"2971",453996455,46000
"2972",454100907,42900
"2973",454527575,74800
"2974",454830964,53800
"2975",455046760,56900
"2976",455065669,58200
"2977",455070865,17800
"2978",455303554,60800
"2979",455378701,72100
"2980",455394884,53700
"2981",455399229,62600
"2982",455591779,53100
"2983",455834970,58700
"2984",455875855,42700
"2985",455936067,69900
"2986",456007255,15500
"2987",456055631,35900
"2988",456105494,82900
"2989",456301246,89300
"2990",456355419,15200
"2991",456359439,16300
"2992",456760251,48800
"2993",456910549,50800
"2994",457155103,85100
"2995",457387489,66400
"2996",457524598,82500
"2997",457620573,88300
"2998",457653782,24100
"2999",457677912,51300
"3000",457763788,28700
"3001",457959818,22400
"3002",458009299,46600
"3003",458082577,42800
"3004",458137053,34900
"3005",458154486,39300
"3006",458185728,35700
"3007",458230425,52000
"3008",458240135,38200
"3009",458288854,46700
"3010",458326024,15700
"3011",458367620,86200
"3012",458497848,61800
"3013",458674855,39400
"3014",458847132,51900
"3015",458851036,42800
"3016",458895459,82500
"3017",459201711,28300
"3018",459267126,48300
"3019",459746168,47500
"3020",459772757,13400
"3021",459828536,64000
"3022",460100479,39600
"3023",460239595,86000
"3024",460277486,52500
"3025",460397991,27000
"3026",460477040,89600
"3027",460633762,79100
"3028",460791147,64600
"3029",460815620,16800
"3030",460947284,22800
"3031",461264519,19500
"3032",461494823,28500
"3033",461582048,71100
"3034",462081915,63800
"3035",462155586,69400
"3036",462280977,11300
"3037",462312197,60300
"3038",462594149,85700
"3039",462607633,85900
"3040",462634015,80800
"3041",462664276,22900
"3042",462897842,37700
"3043",463136328,15600
"3044",463350058,67700
"3045",463362215,14200
"3046",463415657,72100
"3047",463453137,67700
"3048",463511872,48700
"3049",463885064,17200
"3050",464060576,20500
"3051",464090831,16000
"3052",464189136,88100
"3053",464325000,24500
"3054",464349558,79500
"3055",464474720,10800
"3056",464494208,48400
"3057",464513461,61900
"3058",464540619,46000
"3059",464704058,20800
"3060",464802612,48200
"3061",464830417,54200
"3062",464940507,35600
"3063",465079237,190300
"3064",465087752,89300
"3065",465481903,49400
"3066",465522261,27700
"3067",465897609,49600
"3068",465975857,37200
"3069",466099957,32900
"3070",466272738,75300
"3071",466284836,64400
"3072",466370269,72400
"3073",466486441,61000
"3074",466504103,72700
"3075",466552443,38700
"3076",466607754,10700
"3077",466942221,86000
"3078",467063075,47000
"3079",467281120,37400
"3080",467907054,85300
"3081",467916520,11100
"3082",468090752,57400
"3083",468172519,37300
"3084",468206204,23700
"3085",468292210,78800
"3086",468385692,67500
"3087",468448439,89900
"3088",468522265,14300
"3089",468665863,17100
"3090",468794891,112500
"3091",468805112,16600
"3092",468966024,19400
"3093",469000109,22500
"3094",469016934,56700
"3095",469149757,18700
"3096",469221831,85000
"3097",469280424,67400
"3098",469349553,67100
"3099",469425672,30700
"3100",469447402,35100
"3101",469456021,17100
"3102",469471632,40700
"3103",469518562,72800
"3104",469528456,86300
"3105",469687841,74100
"3106",469699528,14600
"3107",469750608,20500
"3108",469864247,80800
"3109",470161534,80900
"3110",470409001,21200
"3111",470477872,31500
"3112",470594126,53900
"3113",470653425,15500
"3114",470702680,74200
"3115",471163181,81600
"3116",471258386,13700
"3117",471299973,73500
"3118",471306740,87600
"3119",471836477,77400
"3120",471843925,30400
"3121",471941442,31400
"3122",472195058,67600
"3123",472201978,64500
"3124",472213464,52300
"3125",472242942,68300
"3126",472413455,66900
"3127",472694724,75000
"3128",472716449,84400
"3129",472865833,80900
"3130",473037649,65600
"3131",473061480,79800
"3132",473687469,67700
"3133",473784678,30800
"3134",473814207,331500
"3135",473821037,27200
"3136",473883206,62100
"3137",474117596,16300
"3138",474165335,75600
"3139",474204841,26900
"3140",474210598,42000
"3141",474483348,33300
"3142",474597701,74600
"3143",474701669,85500
"3144",474960675,71600
"3145",474993315,10000
"3146",475000167,26500
"3147",475042931,54000
"3148",475156296,57900
"3149",475680212,54500
"3150",475714666,19000
"3151",476519281,43200
"3152",476736718,21400
"3153",476746137,39600
"3154",476766479,40100
"3155",476791903,40700
"3156",476957204,87600
"3157",477360269,41400
"3158",477471968,11900
"3159",477495705,11400
"3160",477519341,60900
"3161",477594440,89100
"3162",477670874,81600
"3163",477679244,66300
"3164",477972044,24000
"3165",478032772,16300
"3166",478501548,50400
"3167",478549454,36100
"3168",478581392,20000
"3169",478817550,37600
"3170",479035075,36200
"3171",479043718,13400
"3172",479056731,40300
"3173",479117409,61000
"3174",479292848,30200
"3175",479437210,37000
"3176",479519630,57300
"3177",479703678,52800
"3178",479765524,52400
"3179",479857023,85100
"3180",479911163,61800
"3181",480311390,26300
"3182",480693306,73000
"3183",481010467,27700
"3184",481223228,45800
"3185",481274624,51000
"3186",481328851,30000
"3187",481573030,44600
"3188",481629154,37700
"3189",481750675,34500
"3190",481758762,13700
"3191",481797235,29000
"3192",482022026,82000
"3193",482254584,10200
"3194",482357753,62900
"3195",482381367,17100
"3196",482427372,89700
"3197",482461917,76400
"3198",482476183,68100
"3199",482945642,65300
"3200",482971104,85900
"3201",483213897,76700
"3202",483650209,63900
"3203",483713270,71000
"3204",483739224,68100
"3205",483777645,17500
"3206",483910229,86300
"3207",484302404,65700
"3208",484317901,41800
"3209",484438061,11800
"3210",484863732,87700
"3211",484909315,47300
"3212",485019187,49300
"3213",485209097,55300
"3214",485492198,79100
"3215",485513378,44800
"3216",485519558,78200
"3217",485815717,57700
"3218",486244597,59800
"3219",486692906,12000
"3220",486700224,75100
"3221",486760980,12500
"3222",487036949,44700
"3223",487083328,23300
"3224",487490159,77300
"3225",487517486,83900
"3226",487526567,80900
"3227",487620092,19600
"3228",487960866,76900
"3229",488023849,43300
"3230",488296965,73500
"3231",488360537,75100
"3232",488397220,13900
"3233",488570846,75600
"3234",488629863,23500
"3235",488665164,54200
"3236",488834366,42600
"3237",488932921,64800
"3238",488947812,86100
"3239",489035913,34500
"3240",489080512,70300
"3241",489101338,33400
"3242",489234583,17300
"3243",489246720,53400
"3244",489355820,89900
"3245",489369460,53500
"3246",489632600,59300
"3247",489645917,52000
"3248",489662458,32600
"3249",489787085,53100
"3250",489812060,33600
"3251",489855923,64100
"3252",489954643,28400
"3253",490337554,44500
"3254",490880351,26400
"3255",490886082,78500
"3256",490929824,26500
"3257",491167420,70700
"3258",491365450,79600
"3259",491374380,87700
"3260",491495376,63800
"3261",491650087,79300
"3262",491665114,59700
"3263",491694064,25000
"3264",491699736,70500
"3265",491935329,32200
"3266",491997636,72900
"3267",492040462,36400
"3268",492089307,68600
"3269",492110745,37700
"3270",492143109,30000
"3271",492290584,75400
"3272",492480473,62700
"3273",492514486,89800
"3274",492760501,89900
"3275",492945724,11800
"3276",493091602,72300
"3277",493115861,64200
"3278",493258444,29600
"3279",493327215,35200
"3280",493559886,85700
"3281",493751314,82100
"3282",493806801,36000
"3283",493944408,29800
"3284",494091580,13100
"3285",494185912,33300
"3286",494355250,32300
"3287",494421182,19100
"3288",494465350,63100
"3289",494545503,36900
"3290",494547541,39800
"3291",494603097,39900
"3292",494633849,13300
"3293",494662028,44300
"3294",494807816,72300
"3295",494948143,64800
"3296",495231353,32600
"3297",495349349,44300
"3298",495956706,86500
"3299",495994143,16600
"3300",496049085,74100
"3301",496191701,41600
"3302",496500345,20600
"3303",496506475,42800
"3304",496707663,39700
"3305",496904438,74000
"3306",496905478,58500
"3307",496932246,69900
"3308",497182146,23800
"3309",497274849,70200
"3310",497440333,69100
"3311",497445262,65800
"3312",497627333,81400
"3313",497800728,36800
"3314",498022373,86200
"3315",498040533,24300
"3316",498078659,44000
"3317",498227628,86700
"3318",498313845,32300
"3319",498347880,11700
"3320",498451963,66500
"3321",498491928,23000
"3322",498549885,39000
"3323",498552368,29000
"3324",498688524,30800
"3325",498822198,62700
"3326",498865878,27100
"3327",498888607,81100
"3328",499002732,51700
"3329",499150312,18900
"3330",499259939,39100
"3331",499328791,11800
"3332",499550849,77600
"3333",499830619,66800
"3334",499846426,31000
"3335",499886230,48800
"3336",499937989,39300
"3337",500022400,74500
"3338",500059122,81000
"3339",500472229,64500
"3340",500479840,78800
"3341",500593423,80100
"3342",500692046,43200
"3343",500718745,56400
"3344",500780618,48800
"3345",500914315,33200
"3346",500987102,29600
"3347",501807833,73000
"3348",501864494,39200
"3349",501864999,14200
"3350",501972917,15600
"3351",502086070,54700
"3352",502251017,63800
"3353",502379434,26500
"3354",502466778,41800
"3355",502586219,35000
"3356",502592018,84300
"3357",502636852,65500
"3358",502718954,14700
"3359",502722180,81500
"3360",502725350,24100
"3361",502745532,60800
"3362",502766046,54800
"3363",502974316,66000
"3364",503099904,76500
"3365",503208682,18800
"3366",503439036,51400
"3367",503678059,53800
"3368",503849304,55600
"3369",503931830,55300
"3370",504241261,53800
"3371",504348054,11000
"3372",504498395,86000
"3373",504511404,69500
"3374",504529763,88200
"3375",504537535,61000
"3376",504592437,54700
"3377",504794086,55200
"3378",504852459,45400
"3379",504971541,73600
"3380",505036828,48500
"3381",505120000,18000
"3382",505167720,72700
"3383",505996539,61700
"3384",506051113,79000
"3385",506059922,72500
"3386",506137203,19000
"3387",506191077,64600
"3388",506263113,72400
"3389",506292023,68500
"3390",506347574,47100
"3391",506417039,73600
"3392",506581744,32800
"3393",506743317,63700
"3394",506765500,34100
"3395",506818203,64100
"3396",506956250,11100
"3397",507000645,34900
"3398",507008711,67700
"3399",507280684,19200
"3400",507284419,30100
"3401",507295548,31000
"3402",507313075,73200
"3403",507341955,77600
"3404",507583230,13000
"3405",507781871,44800
"3406",507871954,55700
"3407",507880401,47800
"3408",507897419,86400
"3409",507899758,22000
"3410",508184375,80100
"3411",508283663,76100
"3412",508314685,76500
"3413",508361478,25900
"3414",508494220,14000
"3415",508519001,26500
"3416",508544066,39700
"3417",508636015,57000
"3418",508638652,28600
"3419",508805417,63900
"3420",508841506,52700
"3421",508972818,83200
"3422",509071201,77000
"3423",509091210,23800
"3424",509243107,86300
"3425",509282226,38600
"3426",509370844,82100
"3427",509536116,71000
"3428",509729630,83000
"3429",510098001,27600
"3430",510228661,62800
"3431",510262698,85200
"3432",510328795,83600
"3433",510381129,36300
"3434",510444352,51800
"3435",510735375,30000
"3436",510833689,38600
"3437",511084307,42300
"3438",511117359,72300
"3439",511130690,37600
"3440",511278383,68500
"3441",511555687,24500
"3442",511587928,50900
"3443",511598549,31700
"3444",511684804,29400
"3445",511811985,62100
"3446",511819312,82800
"3447",511912993,69700
"3448",511974134,20400
"3449",512136801,80100
"3450",512299223,19400
"3451",512311286,46900
"3452",512461118,73300
"3453",512819032,58600
"3454",513195149,53700
"3455",513362961,83600
"3456",513435273,30500
"3457",513509568,24800
"3458",513629415,32600
"3459",513695197,42900
"3460",514207316,11800
"3461",514376618,30300
"3462",514393723,48700
"3463",514794005,23700
"3464",514916797,73500
"3465",514954965,58900
"3466",515003080,39400
"3467",515039565,50300
"3468",515049359,13800
"3469",515123327,69300
"3470",515260273,87800
"3471",515524515,59600
"3472",515674471,68800
"3473",515781105,68700
"3474",515991414,16400
"3475",516010728,53100
"3476",516116893,50900
"3477",516213330,78200
"3478",516296264,14400
"3479",516399602,26700
"3480",516417401,22200
"3481",516510880,36900
"3482",516609775,36700
"3483",516790822,74900
"3484",516823258,77000
"3485",516839664,65200
"3486",516969733,26100
"3487",517233726,63600
"3488",518049743,14100
"3489",518136150,33300
"3490",518166550,19100
"3491",518179637,11700
"3492",518195152,89300
"3493",518376466,44600
"3494",518469519,54400
"3495",518629174,68600
"3496",518631909,35500
"3497",518818603,18400
"3498",518830383,25800
"3499",518869516,35100
"3500",518931748,69200
"3501",519035257,10600
"3502",519104719,79500
"3503",519286420,48300
"3504",519713975,47500
"3505",519815599,63100
"3506",519951434,35100
"3507",519999540,47400
"3508",520060757,51100
"3509",520190467,78300
"3510",520196384,18000
"3511",520336520,32000
"3512",520478760,44000
"3513",520521334,60400
"3514",520704892,24900
"3515",521200063,69700
"3516",521384497,59700
"3517",521463871,67300
"3518",521601125,60100
"3519",521940814,64700
"3520",522019305,26100
"3521",522194385,11400
"3522",522385442,23800
"3523",522399683,86300
"3524",522435196,69900
"3525",522631411,26600
"3526",522772850,27700
"3527",522973392,22000
"3528",523008261,65100
"3529",523258209,33200
"3530",523267341,19000
"3531",523278410,53200
"3532",523416706,86300
"3533",523670154,50000
"3534",524019451,75600
"3535",524073560,51700
"3536",524224805,64300
"3537",524236868,12300
"3538",524384820,22500
"3539",524859925,75400
"3540",525045970,53100
"3541",525185837,56300
"3542",525514878,62500
"3543",525913232,10900
"3544",525942072,54600
"3545",526063183,22300
"3546",526137379,34700
"3547",526173155,37100
"3548",526287169,15300
"3549",526308262,88500
"3550",526309603,30900
"3551",526685939,48100
"3552",526686073,79500
"3553",526733721,39700
"3554",526867336,13500
"3555",526942379,16100
"3556",527089748,34500
"3557",527184228,65300
"3558",527346053,43300
"3559",527417316,59300
"3560",527421845,26500
"3561",527473262,35300
"3562",527530601,50800
"3563",527742021,27000
"3564",527916517,46300
"3565",528008487,31000
"3566",528069689,66700
"3567",528151922,75700
"3568",528198929,84200
"3569",528222063,39300
"3570",528315992,88900
"3571",528350875,15600
"3572",528352547,54300
"3573",528714894,87200
"3574",528725775,30600
"3575",528844561,60500
"3576",528847880,38000
"3577",529203411,33100
"3578",529429150,42000
"3579",529431891,82600
"3580",529710066,28400
"3581",529823782,12800
"3582",530099467,41400
"3583",530115116,17300
"3584",530161833,25100
"3585",530463204,36800
"3586",530723367,37200
"3587",530724309,68300
"3588",530741362,40100
"3589",530896810,75700
"3590",531205460,57800
"3591",531531143,11900
"3592",531651202,21900
"3593",531660089,40900
"3594",531729367,43200
"3595",531759929,63300
"3596",531967936,56900
"3597",532015191,80900
"3598",532142888,56600
"3599",532178795,81100
"3600",532348643,77100
"3601",532392295,78300
"3602",532397121,58000
"3603",532461936,18000
"3604",532875652,48100
"3605",533167281,77600
"3606",533341206,16200
"3607",533387330,57800
"3608",533399463,79300
"3609",533566622,39900
"3610",533698280,20000
"3611",533796225,13100
"3612",533822223,40500
"3613",534254203,19900
"3614",534335412,21200
"3615",534555555,79300
"3616",534559206,53900
"3617",534748693,35900
"3618",534774142,86500
"3619",534815027,80200
"3620",535279550,71600
"3621",535382001,20600
"3622",535911647,29300
"3623",535998508,59500
"3624",536257707,68300
"3625",536434829,83300
"3626",536532457,89700
"3627",536539543,54600
"3628",536559697,54800
"3629",536564110,68700
"3630",536588101,72900
"3631",536976310,64700
"3632",537015136,26300
"3633",537055273,87700
"3634",537524726,58700
"3635",537610667,31200
"3636",537828786,59400
"3637",537871313,10900
"3638",537995835,11100
"3639",538070398,83800
"3640",538231790,88100
"3641",538247300,51800
"3642",538365485,84600
"3643",538423964,67500
"3644",538450624,24200
"3645",538456103,67300
"3646",538746972,72400
"3647",538758920,11500
"3648",539025305,66400
"3649",539117123,29800
"3650",539304265,15500
"3651",539367515,68100
"3652",539409159,37300
"3653",539429035,48400
"3654",539484960,78600
"3655",539526877,75600
"3656",539897170,35100
"3657",539909180,77100
"3658",539915887,39200
"3659",539916639,15600
"3660",540035989,22500
"3661",540202645,46500
"3662",540207730,13800
"3663",540280688,64300
"3664",540326474,47200
"3665",540355153,141500
"3666",540450439,26700
"3667",540655660,45500
"3668",540852427,48900
"3669",541087179,357600
"3670",541204243,52300
"3671",541217354,476300
"3672",541459283,57900
"3673",541478756,12600
"3674",541574686,61100
"3675",541606065,62400
"3676",541644908,65100
"3677",541737198,47000
"3678",542008747,27500
"3679",542356275,43600
"3680",542405449,30900
"3681",542613391,26600
"3682",542756299,28300
"3683",542797114,82000
"3684",543052264,51000
"3685",543127907,76700
"3686",543232307,52900
"3687",543249795,83700
"3688",543318756,47900
"3689",543523119,27200
"3690",543562566,16500
"3691",543740648,42000
"3692",543781839,45200
"3693",543806507,61800
"3694",543877107,29400
"3695",543920479,87200
"3696",544069330,55900
"3697",544235192,62600
"3698",544236298,38200
"3699",544271400,22800
"3700",544277729,62900
"3701",544295461,10700
"3702",544421393,82500
"3703",544452279,54400
"3704",544542823,78500
"3705",544657374,76700
"3706",544778412,35800
"3707",545169406,20500
"3708",545228106,43300
"3709",545233812,11300
"3710",545287191,76400
"3711",545318811,37700
"3712",545605003,59700
"3713",545627733,46600
"3714",545680354,27400
"3715",545681074,76600
"3716",545839733,49000
"3717",545954507,61300
"3718",546122458,59400
"3719",546365727,46200
"3720",546499522,41600
"3721",546572175,14100
"3722",546727228,48400
"3723",546735810,27300
"3724",546868957,52900
"3725",547549520,11900
"3726",547572040,76500
"3727",547582648,67800
"3728",547589113,32700
"3729",547619948,81800
"3730",547695554,51800
"3731",547717670,71500
"3732",547778194,79200
"3733",547881799,40500
"3734",548059590,57600
"3735",548112852,21000
"3736",548793428,82100
"3737",549167476,12800
"3738",549192321,60500
"3739",549195434,10100
"3740",549359876,41100
"3741",549405799,13100
"3742",549431211,83100
"3743",549658899,49000
"3744",549697944,39400
"3745",549702733,76800
"3746",549937582,11300
"3747",550041601,57800
"3748",550069440,65900
"3749",550110359,49100
"3750",550121706,49700
"3751",550177858,57300
"3752",550262590,59200
"3753",550387583,19700
"3754",550728165,60100
"3755",550800104,58400
"3756",551089509,53100
"3757",551211833,65300
"3758",551408032,43900
"3759",551538447,31200
"3760",551921725,21300
"3761",551955959,70700
"3762",552060632,70600
"3763",552075755,63700
"3764",552333240,36300
"3765",552420356,55200
"3766",552456653,33400
"3767",552518972,20000
"3768",552645995,287400
"3769",553059998,76600
"3770",553106276,28100
"3771",553220370,84300
"3772",553748140,60700
"3773",553790028,71100
"3774",553910337,43900
"3775",553931699,85700
"3776",554007287,78300
"3777",554059800,17100
"3778",554277296,33600
"3779",554488040,89700
"3780",554522754,57500
"3781",554550556,55200
"3782",554757617,37700
"3783",554795531,56900
"3784",554999450,25400
"3785",555132316,84000
"3786",555186304,76300
"3787",555323982,86200
"3788",555515555,66100
"3789",555666783,39200
"3790",555800491,37200
"3791",556303495,10500
"3792",556551228,38500
"3793",556672337,23800
"3794",556800650,61900
"3795",556876471,71200
"3796",556920180,69600
"3797",556926236,11700
"3798",557026614,74700
"3799",557432246,52000
"3800",557507281,41200
"3801",557970163,59800
"3802",558379155,73000
"3803",558523380,26800
"3804",558777794,45900
"3805",558834843,61000
"3806",558961406,49000
"3807",559051541,65200
"3808",559425313,23100
"3809",559557466,75600
"3810",559672925,85900
"3811",559829808,23600
"3812",560316648,23700
"3813",560335223,51700
"3814",560392191,49400
"3815",560392988,23400
"3816",560501714,23600
"3817",560559245,37400
"3818",560622132,70500
"3819",560631215,58500
"3820",560738500,62600
"3821",560909040,25300
"3822",560978332,38200
"3823",561067477,13400
"3824",561067568,60900
"3825",561174756,54600
"3826",561546880,40800
"3827",561578947,44300
"3828",561598254,33000
"3829",561599576,64600
"3830",561711942,88800
"3831",562061645,54000
"3832",562110013,40400
"3833",562123623,51100
"3834",562142378,67400
"3835",562145727,81800
"3836",562193589,26200
"3837",562426461,47600
"3838",562555815,85400
"3839",562684071,20800
"3840",562716013,168400
"3841",562759136,19800
"3842",562786955,63500
"3843",563093897,52300
"3844",563289034,14300
"3845",563501541,54800
"3846",563510528,44500
"3847",563745315,26300
"3848",563816065,52000
"3849",563865286,62200
"3850",564147321,10000
"3851",564292103,59500
"3852",564480735,87900
"3853",564579566,87000
"3854",564623560,78400
"3855",564639426,12400
"3856",564775064,72400
"3857",564780417,25300
"3858",564928342,21400
"3859",565203106,25100
"3860",565377429,27900
"3861",565533809,55000
"3862",565538778,56900
"3863",565825923,40500
"3864",566004080,61300
"3865",566105781,17100
"3866",566135084,60300
"3867",566348848,30000
"3868",566494871,47900
"3869",566645402,54400
"3870",566714438,62400
"3871",566724981,36200
"3872",566921709,37200
"3873",566951592,52200
"3874",566974794,14900
"3875",566979122,47700
"3876",567099544,17700
"3877",567227180,49000
"3878",567250243,58100
"3879",567277062,10000
"3880",567397044,15900
"3881",567509061,77900
"3882",567708558,49700
"3883",567867689,77400
"3884",567982382,53000
"3885",568044745,37200
"3886",568085249,88800
"3887",568552176,76100
"3888",568667105,40200
"3889",568699020,20000
"3890",568747254,70500
"3891",568761219,88100
"3892",568959893,30300
"3893",569057540,17700
"3894",569077858,82600
"3895",569146528,78700
"3896",569180173,53100
"3897",569197369,55000
"3898",569411038,18500
"3899",569755317,62600
"3900",570198118,73200
"3901",570381750,80000
"3902",570690551,12300
"3903",570809179,39100
